bande_src;bande_dst;detecteur;delta_t
B05;B09;D04;-1.314494856
B05;B09;D05;1.299984407
B05;B09;D06;-1.30650954
B05;B09;D07;1.297718106
B05;B09;D08;-1.309298942
B05;B09;D09;1.303491763
B05;B09;D10;-1.318035146
B05;B09;D11;1.314494383
B05;B09;D12;-1.335820754
B05;B10;D01;-0.385140218
B05;B10;D02;0.421213117
B05;B10;D03;-0.382842232
B05;B10;D04;0.415261553
B05;B10;D05;-0.377048831
B05;B10;D06;0.416362842
B05;B10;D07;-0.376429765
B05;B10;D08;0.414626932
B05;B10;D09;-0.375009701
B05;B10;D10;0.419281442
B05;B10;D11;-0.381549232
B05;B10;D12;0.424818548
B05;B11;D01;0.238413688
B05;B11;D02;-0.209444219
B05;B11;D03;0.23429243
B05;B11;D04;-0.209056983
B05;B11;D05;0.23421967
B05;B11;D06;-0.204923726
B05;B11;D07;0.233846306
B05;B11;D08;-0.205945962
B05;B11;D09;0.237704142
B05;B11;D10;-0.204542068
B05;B11;D11;0.238100833
B05;B11;D12;-0.207239119
B05;B12;D01;0.862561641
B05;B12;D02;-0.83976099
B05;B12;D03;0.850097445
B05;B12;D04;-0.832435915
B05;B12;D05;0.844827715
B05;B12;D06;-0.825341345
B05;B12;D07;0.843943662
B05;B12;D08;-0.826944445
B05;B12;D09;0.8495225
B05;B12;D10;-0.829659175
B05;B12;D11;0.856079575
B05;B12;D12;-0.841199283
B06;B01;D01;0.798071518
B06;B01;D02;-0.78805665
B06;B01;D03;0.787738965
B06;B01;D04;-0.780498836
B06;B01;D05;0.782573401
B06;B01;D06;-0.776144927
B06;B01;D07;0.781067718
B06;B01;D08;-0.777334916
B06;B01;D09;0.784151319
B06;B01;D10;-0.782755298
B06;B01;D11;0.792127088
B06;B01;D12;-0.793964368
B06;B02;D01;-1.530168729
B06;B02;D02;1.535378104
B06;B02;D03;-1.509637215
B06;B02;D04;1.518885793
B06;B02;D05;-1.498600311
B06;B02;D06;1.512349591
B06;B02;D07;-1.496502999
B06;B02;D08;1.513809851
B06;B02;D09;-1.502794027
B06;B02;D10;1.52336072
B06;B02;D11;-1.516859801
B06;B02;D12;1.542951727
B06;B03;D01;-1.005896397
B06;B03;D02;1.012282816
B06;B03;D03;-0.99189731
B06;B03;D04;1.001711247
B06;B03;D05;-0.984854402
B06;B03;D06;0.997040537
B06;B03;D07;-0.983719811
B06;B03;D08;0.998483964
B06;B03;D09;-0.987576422
B06;B03;D10;1.00464308
B06;B03;D11;-0.998299928
B06;B03;D12;1.017368539
B06;B04;D01;-0.523970435
B06;B04;D02;0.528429654
B06;B04;D03;-0.516777108
B06;B04;D04;0.522726929
B06;B04;D05;-0.513154346
B06;B04;D06;0.520258706
B06;B04;D07;-0.512317014
B06;B04;D08;0.520863429
B06;B04;D09;-0.514605354
B06;B04;D10;0.524221025
B06;B04;D11;-0.519140242
B06;B04;D12;0.530688672
B06;B05;D01;-0.260618731
B06;B05;D02;0.26571527
B06;B05;D03;-0.256925947
B06;B05;D04;0.263306607
B06;B05;D05;-0.255183118
B06;B05;D06;0.261283329
B06;B05;D07;-0.254852402
B06;B05;D08;0.262517034
B06;B05;D09;-0.256141459
B06;B05;D10;0.263839361
B06;B05;D11;-0.257679412
B06;B05;D12;0.267468799
B06;B07;D01;0.263510933
B06;B07;D02;-0.263383401
B06;B07;D03;0.260091534
B06;B07;D04;-0.260825874
B06;B07;D05;0.258049657
B06;B07;D06;-0.259077393
B06;B07;D07;0.257777209
B06;B07;D08;-0.259887316
B06;B07;D09;0.258833893
B06;B07;D10;-0.26208318
B06;B07;D11;0.261929811
B06;B07;D12;-0.26545315
B06;B08;D01;-1.268233639
B06;B08;D02;1.274326563
B06;B08;D03;-1.250804365
B06;B08;D04;1.261042409
B06;B08;D05;-1.242108574
B06;B08;D06;1.25543278
B06;B08;D07;-1.240405268
B06;B08;D08;1.256721027
B06;B08;D09;-1.244825908
B06;B08;D10;1.264634312
B06;B08;D11;-1.257394701
B06;B08;D12;1.281035977
B06;B8A;D01;0.523549509
B06;B8A;D02;-0.528922085
B06;B8A;D03;0.517240526
B06;B8A;D04;-0.523887344
B06;B8A;D05;0.513277679
B06;B8A;D06;-0.521211658
B06;B8A;D07;0.512276564
B06;B8A;D08;-0.522190424
B06;B8A;D09;0.514234871
B06;B8A;D10;-0.525931287
B06;B8A;D11;0.519623357
B06;B8A;D12;-0.532945599
B06;B09;D01;1.065610328
B06;B09;D02;-1.061391548
B06;B09;D03;1.052158743
B06;B09;D04;-1.051190217
B06;B09;D05;1.044801388
B06;B09;D06;-1.045226308
B06;B09;D07;1.042865974
B06;B09;D08;-1.04678309
B06;B09;D09;1.047349217
B06;B09;D10;-1.054201564
B06;B09;D11;1.056810756
B06;B09;D12;-1.06836611
B06;B10;D01;-0.645754785
B06;B10;D02;0.686929501
B06;B10;D03;-0.639764346
B06;B10;D04;0.678566977
B06;B10;D05;-0.632230971
B06;B10;D06;0.677643251
B06;B10;D07;-0.631279629
B06;B10;D08;0.67714116
B06;B10;D09;-0.631149309
B06;B10;D10;0.683119524
B06;B10;D11;-0.639224262
B06;B10;D12;0.692291547
B06;B11;D01;-0.02220219
B06;B11;D02;0.056268295
B06;B11;D03;-0.022631651
B06;B11;D04;0.054248674
B06;B11;D05;-0.020963318
B06;B11;D06;0.056358399
B06;B11;D07;-0.021006741
B06;B11;D08;0.056569328
B06;B11;D09;-0.018438595
B06;B11;D10;0.059294638
B06;B11;D11;-0.019581697
B06;B11;D12;0.060224335
B06;B12;D01;0.601941039
B06;B12;D02;-0.574051603
B06;B12;D03;0.593171268
B06;B12;D04;-0.569130808
B06;B12;D05;0.58964463
B06;B12;D06;-0.564058734
B06;B12;D07;0.589091238
B06;B12;D08;-0.564429382
B06;B12;D09;0.59338037
B06;B12;D10;-0.56582398
B06;B12;D11;0.598398607
B06;B12;D12;-0.573739696
B07;B01;D01;0.534558797
B07;B01;D02;-0.524677055
B07;B01;D03;0.527647565
B07;B01;D04;-0.51967495
B07;B01;D05;0.524526145
B07;B01;D06;-0.517067648
B07;B01;D07;0.523293793
B07;B01;D08;-0.517446743
B07;B01;D09;0.525324846
B07;B01;D10;-0.520672951
B07;B01;D11;0.530211185
B07;B01;D12;-0.528514998
B07;B02;D01;-1.793680052
B07;B02;D02;1.79877518
B07;B02;D03;-1.769729723
B07;B02;D04;1.779716196
B07;B02;D05;-1.75664979
B07;B02;D06;1.771427632
B07;B02;D07;-1.754278073
B07;B02;D08;1.773699314
B07;B02;D09;-1.761621018
B07;B02;D10;1.785448997
B07;B02;D11;-1.778775843
B07;B02;D12;1.80841936
B07;B03;D01;-1.269408724
B07;B03;D02;1.275675953
